Orthogroup	Niphates_augustus.hints.aa	Amphimedon_UP000007879_400682
OG0006336	jg20846.t1	tr|A0A1X7TNM9|A0A1X7TNM9_AMPQE
OG0006337	jg11646.t1	tr|A0A1X7TP29|A0A1X7TP29_AMPQE
OG0006337	jg11644.t1	tr|A0A1X7TNP2|A0A1X7TNP2_AMPQE
OG0006338	jg21442.t1, jg11795.t1, jg11795.t2, jg27558.t1	tr|A0A1X7TNR8|A0A1X7TNR8_AMPQE
OG0006339	jg14714.t1	tr|A0A1X7TNS0|A0A1X7TNS0_AMPQE, tr|A0A1X7URS1|A0A1X7URS1_AMPQE
OG0006340	jg3260.t1	tr|A0A1X7TNS3|A0A1X7TNS3_AMPQE, tr|A0A1X7TWT9|A0A1X7TWT9_AMPQE
OG0006341	jg7214.t1	tr|A0A1X7TNT9|A0A1X7TNT9_AMPQE, tr|A0A1X7UIU9|A0A1X7UIU9_AMPQE
OG0006342	jg14428.t1	tr|A0A1X7TNY7|A0A1X7TNY7_AMPQE, tr|A0A1X7V4B8|A0A1X7V4B8_AMPQE
OG0006343	jg29459.t1	tr|A0A1X7TNZ7|A0A1X7TNZ7_AMPQE
OG0006345	jg14426.t1	tr|A0A1X7V2B1|A0A1X7V2B1_AMPQE, tr|A0A1X7V3K8|A0A1X7V3K8_AMPQE, tr|A0A1X7TP75|A0A1X7TP75_AMPQE
OG0006346	jg8666.t1, jg1234.t1, jg8667.t1	tr|A0A1X7TP95|A0A1X7TP95_AMPQE, tr|A0A1X7U081|A0A1X7U081_AMPQE
OG0006347	jg10065.t1	tr|A0A1X7VRK6|A0A1X7VRK6_AMPQE, tr|A0A1X7TPP3|A0A1X7TPP3_AMPQE, tr|A0A1X7VLM9|A0A1X7VLM9_AMPQE
OG0006348	jg29460.t1	tr|A0A1X7TPS0|A0A1X7TPS0_AMPQE
OG0006349	jg30242.t1, jg11345.t1, jg11329.t1	tr|A0A1X7TPS2|A0A1X7TPS2_AMPQE, tr|A0A1X7U9I0|A0A1X7U9I0_AMPQE
OG0006350	jg18471.t1, jg18470.t1	tr|A0A1X7TQ69|A0A1X7TQ69_AMPQE, tr|A0A1X7TQF8|A0A1X7TQF8_AMPQE, tr|A0A1X7TPS4|A0A1X7TPS4_AMPQE
OG0006351	jg1891.t1	tr|A0A1X7TPT2|A0A1X7TPT2_AMPQE
OG0006352	jg273.t1, jg27990.t1	tr|A0A1X7TPU2|A0A1X7TPU2_AMPQE
OG0006353	jg26878.t1, jg24159.t1	tr|A0A1X7TPU7|A0A1X7TPU7_AMPQE
OG0006354	jg28202.t1	tr|A0A1X7TU43|A0A1X7TU43_AMPQE, tr|A0A1X7TPW9|A0A1X7TPW9_AMPQE
OG0006355	jg1894.t1	tr|A0A1X7TPX4|A0A1X7TPX4_AMPQE
OG0006356	jg21854.t1, jg5646.t1, jg17290.t1	tr|A0A1X7TRP9|A0A1X7TRP9_AMPQE, tr|A0A1X7TPY9|A0A1X7TPY9_AMPQE
OG0006357	jg684.t1, jg16120.t1	tr|A0A1X7TQ34|A0A1X7TQ34_AMPQE, tr|A0A1X7TPZ1|A0A1X7TPZ1_AMPQE
OG0006359	jg12188.t1	tr|A0A1X7TQC0|A0A1X7TQC0_AMPQE
OG0006360	jg22465.t1	tr|A0A1X7VVB7|A0A1X7VVB7_AMPQE, tr|A0A1X7TQG1|A0A1X7TQG1_AMPQE
OG0006361	jg3755.t1	tr|A0A1X7TQG9|A0A1X7TQG9_AMPQE
OG0006363	jg9338.t1, jg22896.t1, jg6595.t1	tr|A0A1X7UAE2|A0A1X7UAE2_AMPQE, tr|A0A1X7TR41|A0A1X7TR41_AMPQE
OG0006365	jg3219.t1	tr|A0A1X7UHB7|A0A1X7UHB7_AMPQE, tr|A0A1X7TRB7|A0A1X7TRB7_AMPQE
OG0006366	jg9683.t1, jg4396.t1, jg11191.t1	tr|A0A1X7UTI9|A0A1X7UTI9_AMPQE, tr|A0A1X7TRG8|A0A1X7TRG8_AMPQE
OG0006368	jg27939.t1	tr|A0A1X7TRV8|A0A1X7TRV8_AMPQE
OG0006369	jg13068.t1, jg14103.t1	tr|A0A1X7TS18|A0A1X7TS18_AMPQE, tr|A0A1X7VLK0|A0A1X7VLK0_AMPQE
OG0006370	jg17367.t1	tr|A0A1X7URE2|A0A1X7URE2_AMPQE, tr|A0A1X7USB7|A0A1X7USB7_AMPQE, tr|A0A1X7TVG7|A0A1X7TVG7_AMPQE, tr|A0A1X7TSD4|A0A1X7TSD4_AMPQE
OG0006371	jg9825.t1	tr|A0A1X7TSE1|A0A1X7TSE1_AMPQE
OG0006372	jg9827.t1	tr|A0A1X7TSM4|A0A1X7TSM4_AMPQE
OG0006373	jg8757.t1, jg11724.t1	tr|A0A1X7TSN4|A0A1X7TSN4_AMPQE
OG0006374	jg6794.t1	tr|A0A1X7TSZ5|A0A1X7TSZ5_AMPQE
OG0006375	jg26714.t1	tr|A0A1X7TT18|A0A1X7TT18_AMPQE
OG0006375	jg16025.t1	tr|A0A1X7UTB6|A0A1X7UTB6_AMPQE, tr|A0A1X7U0I3|A0A1X7U0I3_AMPQE
OG0006376	jg3511.t1	tr|A0A1X7TT72|A0A1X7TT72_AMPQE, tr|A0A1X7U212|A0A1X7U212_AMPQE
OG0006377	jg21721.t1, jg9824.t1	tr|A0A1X7TTA6|A0A1X7TTA6_AMPQE
OG0006378	jg22855.t1, jg7854.t1, jg7877.t1	tr|A0A1X7TTE0|A0A1X7TTE0_AMPQE, tr|A0A1X7U3I1|A0A1X7U3I1_AMPQE
OG0006379	jg6792.t1	tr|A0A1X7TTK2|A0A1X7TTK2_AMPQE
OG0006380	jg6788.t1	tr|A0A1X7TTK7|A0A1X7TTK7_AMPQE
OG0006381	jg26762.t1, jg210.t1, jg210.t2	tr|A0A1X7V2V4|A0A1X7V2V4_AMPQE, tr|A0A1X7TTQ8|A0A1X7TTQ8_AMPQE
OG0006382	jg15093.t1, jg10232.t1, jg5493.t1, jg5639.t1	tr|A0A1X7TTS9|A0A1X7TTS9_AMPQE
OG0006383	jg16481.t1, jg16479.t1, jg16483.t1, jg16379.t1	tr|A0A1X7TU60|A0A1X7TU60_AMPQE
OG0006385	jg11257.t1, jg11257.t2	tr|A0A1X7TUG0|A0A1X7TUG0_AMPQE
OG0006386	jg14706.t1, jg16132.t1	tr|A0A1X7TUQ5|A0A1X7TUQ5_AMPQE
OG0006387	jg3412.t1	tr|A0A1X7UVL6|A0A1X7UVL6_AMPQE, tr|A0A1X7TUT0|A0A1X7TUT0_AMPQE
OG0006388	jg18527.t1	tr|A0A1X7TUT7|A0A1X7TUT7_AMPQE
OG0006389	jg1617.t1, jg15713.t1, jg16984.t1	tr|A0A1X7TUW2|A0A1X7TUW2_AMPQE
OG0006390	jg18246.t1, jg11388.t1, jg19809.t1, jg21604.t1	tr|A0A1X7TV66|A0A1X7TV66_AMPQE
OG0006391	jg2680.t1	tr|A0A1X7TV79|A0A1X7TV79_AMPQE
OG0006392	jg12206.t1	tr|A0A1X7TVA2|A0A1X7TVA2_AMPQE, tr|A0A1X7TVK5|A0A1X7TVK5_AMPQE
OG0006393	jg11006.t1	tr|A0A1X7TVB5|A0A1X7TVB5_AMPQE, tr|A0A1X7VH36|A0A1X7VH36_AMPQE
OG0006394	jg12210.t1	tr|A0A1X7TVK9|A0A1X7TVK9_AMPQE
OG0006395	jg4703.t1	tr|A0A1X7TVM4|A0A1X7TVM4_AMPQE
OG0006396	jg2716.t1, jg2719.t1	tr|A0A1X7TVT7|A0A1X7TVT7_AMPQE
OG0006398	jg11741.t1	tr|A0A1X7TW33|A0A1X7TW33_AMPQE
OG0006399	jg20441.t1, jg17187.t1, jg4769.t1, jg17181.t1	tr|A0A1X7TW77|A0A1X7TW77_AMPQE
OG0006400	jg11736.t1	tr|A0A1X7TWH8|A0A1X7TWH8_AMPQE
OG0006401	jg23143.t1, jg18800.t1, jg14001.t1, jg26586.t1	tr|A0A1X7TWP6|A0A1X7TWP6_AMPQE
OG0006403	jg12267.t1	tr|A0A1X7TX12|A0A1X7TX12_AMPQE
OG0006404	jg4461.t1	tr|A0A1X7TX23|A0A1X7TX23_AMPQE
OG0006404	jg25807.t1, jg4465.t1	tr|A0A1X7VRN5|A0A1X7VRN5_AMPQE
OG0006405	jg16953.t1	tr|A0A1X7TX76|A0A1X7TX76_AMPQE, tr|A0A1X7V5N5|A0A1X7V5N5_AMPQE
OG0006407	jg2222.t1	tr|A0A1X7TXS2|A0A1X7TXS2_AMPQE
OG0006408	jg5901.t1	tr|A0A1X7TXW0|A0A1X7TXW0_AMPQE, tr|A0A1X7U2V6|A0A1X7U2V6_AMPQE, tr|A0A1X7U3H5|A0A1X7U3H5_AMPQE, tr|A0A1X7VCE6|A0A1X7VCE6_AMPQE
OG0006409	jg14515.t1	tr|A0A1X7TXY6|A0A1X7TXY6_AMPQE
OG0006410	jg24930.t1, jg14027.t1, jg13061.t1, jg5489.t1	tr|A0A1X7TY18|A0A1X7TY18_AMPQE
OG0006411	jg24451.t1, jg11283.t1	tr|A0A1X7TY55|A0A1X7TY55_AMPQE
OG0006412	jg2887.t1	tr|A0A1X7UNI8|A0A1X7UNI8_AMPQE, tr|A0A1X7UP83|A0A1X7UP83_AMPQE, tr|A0A1X7TY56|A0A1X7TY56_AMPQE, tr|A0A1X7UN69|A0A1X7UN69_AMPQE
OG0006413	jg11515.t1	tr|A0A1X7TY65|A0A1X7TY65_AMPQE
OG0006414	jg15260.t1, jg18781.t1	tr|A0A1X7UX78|A0A1X7UX78_AMPQE, tr|A0A1X7U477|A0A1X7U477_AMPQE, tr|A0A1X7TY99|A0A1X7TY99_AMPQE
OG0006415	jg11517.t1	tr|A0A1X7TYF6|A0A1X7TYF6_AMPQE
OG0006416	jg14516.t1	tr|A0A1X7TYG8|A0A1X7TYG8_AMPQE
OG0006417	jg20355.t1, jg20353.t1, jg24751.t1, jg24753.t1	tr|A0A1X7TYQ6|A0A1X7TYQ6_AMPQE
OG0006418	jg14570.t1	tr|A0A1X7TZN7|A0A1X7TZN7_AMPQE
OG0006418	jg14569.t1	tr|A0A1X7TYV0|A0A1X7TYV0_AMPQE
OG0006419	jg24744.t1, jg20347.t1	tr|A0A1X7TZ03|A0A1X7TZ03_AMPQE
OG0006420	jg8054.t1, jg18314.t1	tr|A0A1X7TZ07|A0A1X7TZ07_AMPQE
OG0006422	jg2812.t1	tr|A0A1X7TZ29|A0A1X7TZ29_AMPQE
OG0006422	jg6822.t1	tr|A0A1X7TZJ4|A0A1X7TZJ4_AMPQE
OG0006423	jg20346.t1, jg24743.t1	tr|A0A1X7TZ57|A0A1X7TZ57_AMPQE
OG0006424	jg2175.t1, jg5533.t1	tr|A0A1X7U2F9|A0A1X7U2F9_AMPQE, tr|A0A1X7TZ78|A0A1X7TZ78_AMPQE, tr|A0A1X7V5C7|A0A1X7V5C7_AMPQE
OG0006425	jg140.t1, jg412.t1	tr|A0A1X7U014|A0A1X7U014_AMPQE, tr|A0A1X7TZH2|A0A1X7TZH2_AMPQE, tr|A0A1X7TZ84|A0A1X7TZ84_AMPQE
OG0006426	jg1255.t1, jg14557.t1, jg1256.t1	tr|A0A1X7TZ86|A0A1X7TZ86_AMPQE
OG0006427	jg29910.t1, jg1825.t1, jg30351.t1	tr|A0A1X7TZ98|A0A1X7TZ98_AMPQE, tr|A0A1X7V340|A0A1X7V340_AMPQE
OG0006428	jg6876.t1, jg1932.t1, jg6872.t1, jg1937.t1	tr|A0A1X7TZD2|A0A1X7TZD2_AMPQE
OG0006429	jg18318.t1	tr|A0A1X7TZF3|A0A1X7TZF3_AMPQE
OG0006430	jg24236.t1	tr|A0A1X7TZF8|A0A1X7TZF8_AMPQE, tr|A0A1X7U185|A0A1X7U185_AMPQE
OG0006431	jg10510.t1, jg22739.t1	tr|A0A1X7TZG9|A0A1X7TZG9_AMPQE
OG0006432	jg20359.t1, jg24757.t1	tr|A0A1X7TZI9|A0A1X7TZI9_AMPQE
OG0006433	jg2647.t1	tr|A0A1X7TZT2|A0A1X7TZT2_AMPQE
OG0006434	jg28820.t1, jg24891.t1	tr|A0A1X7TZV1|A0A1X7TZV1_AMPQE, tr|A0A1X7U123|A0A1X7U123_AMPQE
OG0006435	jg1754.t1, jg22524.t1	tr|A0A1X7UQC9|A0A1X7UQC9_AMPQE, tr|A0A1X7TZV2|A0A1X7TZV2_AMPQE
OG0006436	jg6812.t1	tr|A0A1X7TZW3|A0A1X7TZW3_AMPQE
OG0006437	jg28815.t1, jg28811.t1	tr|A0A1X7TZW4|A0A1X7TZW4_AMPQE
OG0006438	jg4624.t1	tr|A0A1X7TZX4|A0A1X7TZX4_AMPQE
OG0006439	jg11715.t1	tr|A0A1X7TZY1|A0A1X7TZY1_AMPQE
OG0006440	jg20175.t1	tr|A0A1X7U001|A0A1X7U001_AMPQE
OG0006441	jg24890.t1, jg28819.t1	tr|A0A1X7U059|A0A1X7U059_AMPQE
OG0006442	jg8182.t2, jg8182.t1	tr|A0A1X7U070|A0A1X7U070_AMPQE
OG0006443	jg6389.t1	tr|A0A1X7U097|A0A1X7U097_AMPQE
OG0006444	jg14669.t1	tr|A0A1X7U0A2|A0A1X7U0A2_AMPQE
OG0006445	jg23802.t2, jg23802.t1	tr|A0A1X7U0A4|A0A1X7U0A4_AMPQE
OG0006446	jg23806.t1	tr|A0A1X7U0B0|A0A1X7U0B0_AMPQE
OG0006447	jg2655.t1	tr|A0A1X7U0E0|A0A1X7U0E0_AMPQE
OG0006448	jg28816.t1	tr|A0A1X7U0G0|A0A1X7U0G0_AMPQE
OG0006449	jg28402.t1, jg28400.t1	tr|A0A1X7U2V4|A0A1X7U2V4_AMPQE, tr|A0A1X7U0G3|A0A1X7U0G3_AMPQE
OG0006450	jg6385.t1	tr|A0A1X7U0I0|A0A1X7U0I0_AMPQE
OG0006451	jg922.t1	tr|A0A1X7U0L7|A0A1X7U0L7_AMPQE
OG0006452	jg18542.t1	tr|A0A1X7U0M0|A0A1X7U0M0_AMPQE
OG0006452	jg22447.t1	tr|A0A1X7V006|A0A1X7V006_AMPQE
OG0006453	jg913.t1	tr|A0A1X7U0M7|A0A1X7U0M7_AMPQE
OG0006454	jg28822.t1, jg24893.t2, jg28822.t2, jg24893.t1	tr|A0A1X7U0P5|A0A1X7U0P5_AMPQE
OG0006455	jg8175.t2, jg8175.t1	tr|A0A1X7U0R4|A0A1X7U0R4_AMPQE
OG0006456	jg24529.t1, jg24531.t1	tr|A0A1X7VDU0|A0A1X7VDU0_AMPQE, tr|A0A1X7U0R7|A0A1X7U0R7_AMPQE
OG0006457	jg3600.t1, jg4197.t1	tr|A0A1X7U0S9|A0A1X7U0S9_AMPQE
OG0006458	jg18552.t1	tr|A0A1X7U0W1|A0A1X7U0W1_AMPQE
OG0006459	jg19191.t1, jg19191.t2	tr|A0A1X7U0W6|A0A1X7U0W6_AMPQE
OG0006460	jg9078.t1, jg16920.t1	tr|A0A1X7U110|A0A1X7U110_AMPQE, tr|A0A1X7U210|A0A1X7U210_AMPQE, tr|A0A1X7VBI5|A0A1X7VBI5_AMPQE
OG0006461	jg16374.t1, jg13161.t1, jg16068.t1, jg29330.t1	tr|A0A1X7U164|A0A1X7U164_AMPQE
OG0006462	jg20978.t1, jg20975.t1, jg19196.t1, jg3038.t1	tr|A0A1X7U172|A0A1X7U172_AMPQE
OG0006464	jg909.t1	tr|A0A1X7U198|A0A1X7U198_AMPQE
OG0006465	jg8177.t1	tr|A0A1X7U1C9|A0A1X7U1C9_AMPQE
OG0006466	jg6386.t1	tr|A0A1X7U1F2|A0A1X7U1F2_AMPQE
OG0006467	jg6388.t1	tr|A0A1X7U1F7|A0A1X7U1F7_AMPQE
OG0006468	jg5251.t1, jg23985.t1, jg16105.t1	tr|A0A1X7U1J4|A0A1X7U1J4_AMPQE, tr|A0A1X7VSV8|A0A1X7VSV8_AMPQE
OG0006469	jg903.t1	tr|A0A1X7U1L0|A0A1X7U1L0_AMPQE
OG0006470	jg4978.t1	tr|A0A1X7U1N5|A0A1X7U1N5_AMPQE
OG0006472	jg24238.t1	tr|A0A1X7U1V2|A0A1X7U1V2_AMPQE
OG0006473	jg12233.t1	tr|A0A1X7U1X9|A0A1X7U1X9_AMPQE
OG0006474	jg4580.t1	tr|A0A1X7U1Z1|A0A1X7U1Z1_AMPQE
OG0006475	jg12238.t1	tr|A0A1X7U2Z8|A0A1X7U2Z8_AMPQE, tr|A0A1X7U1Z2|A0A1X7U1Z2_AMPQE
OG0006478	jg878.t1	tr|A0A1X7U2E7|A0A1X7U2E7_AMPQE
OG0006479	jg12634.t1	tr|A0A1X7U2I3|A0A1X7U2I3_AMPQE
OG0006480	jg12639.t2, jg12639.t3	tr|A0A1X7U2I9|A0A1X7U2I9_AMPQE
OG0006481	jg27603.t1, jg17691.t1, jg10666.t1	tr|A0A1X7U2J2|A0A1X7U2J2_AMPQE, tr|A0A1X7VL61|A0A1X7VL61_AMPQE
OG0006483	jg1525.t1	tr|A0A1X7URZ9|A0A1X7URZ9_AMPQE, tr|A0A1X7U2P9|A0A1X7U2P9_AMPQE
OG0006484	jg870.t1	tr|A0A1X7U2R0|A0A1X7U2R0_AMPQE
OG0006485	jg14653.t1, jg14654.t1, jg14656.t1, jg14655.t1	tr|A0A1X7U2U6|A0A1X7U2U6_AMPQE
OG0006486	jg830.t1	tr|A0A1X7VLT3|A0A1X7VLT3_AMPQE, tr|A0A1X7U2X4|A0A1X7U2X4_AMPQE, tr|A0A1X7VPM2|A0A1X7VPM2_AMPQE, tr|A0A1X7U3W6|A0A1X7U3W6_AMPQE
OG0006487	jg7231.t1, jg18286.t1	tr|A0A1X7U2Z9|A0A1X7U2Z9_AMPQE
OG0006488	jg860.t1	tr|A0A1X7U302|A0A1X7U302_AMPQE
OG0006490	jg3398.t1	tr|A0A1X7U3D3|A0A1X7U3D3_AMPQE, tr|A0A1X7U4D0|A0A1X7U4D0_AMPQE
OG0006491	jg3396.t1, jg3395.t1	tr|A0A1X7U3E5|A0A1X7U3E5_AMPQE
OG0006493	jg831.t1, jg29183.t1	tr|A0A1X7VNC9|A0A1X7VNC9_AMPQE, tr|A0A1X7VMP7|A0A1X7VMP7_AMPQE, tr|A0A1X7U3I9|A0A1X7U3I9_AMPQE
OG0006494	jg3386.t1	tr|A0A1X7U3R7|A0A1X7U3R7_AMPQE
OG0006495	jg4612.t1	tr|A0A1X7U3T1|A0A1X7U3T1_AMPQE
OG0006497	jg17838.t1	tr|A0A1X7U3Z1|A0A1X7U3Z1_AMPQE
OG0006498	jg29200.t1	tr|A0A1X7U3Z4|A0A1X7U3Z4_AMPQE
OG0006499	jg10266.t1, jg26697.t1, jg10267.t1, jg21666.t1	tr|A0A1X7U425|A0A1X7U425_AMPQE
OG0006500	jg4111.t1	tr|A0A1X7U471|A0A1X7U471_AMPQE
OG0006501	jg17836.t1	tr|A0A1X7U484|A0A1X7U484_AMPQE
OG0006502	jg9489.t1, jg15968.t1, jg15965.t1, jg9492.t1	tr|A0A1X7U489|A0A1X7U489_AMPQE
OG0006503	jg3393.t1	tr|A0A1X7U4D4|A0A1X7U4D4_AMPQE
OG0006504	jg17837.t1	tr|A0A1X7U4L2|A0A1X7U4L2_AMPQE
OG0006505	jg10268.t1, jg26696.t1	tr|A0A1X7U4P1|A0A1X7U4P1_AMPQE
OG0006506	jg4504.t1	tr|A0A1X7U4W6|A0A1X7U4W6_AMPQE
OG0006507	jg14644.t1	tr|A0A1X7U548|A0A1X7U548_AMPQE
OG0006508	jg14632.t1	tr|A0A1X7U563|A0A1X7U563_AMPQE
OG0006509	jg6516.t1	tr|A0A1X7U5F0|A0A1X7U5F0_AMPQE, tr|A0A1X7U6Q9|A0A1X7U6Q9_AMPQE, tr|A0A1X7VE22|A0A1X7VE22_AMPQE, tr|A0A1X7U657|A0A1X7U657_AMPQE
OG0006510	jg8943.t1	tr|A0A1X7U5F6|A0A1X7U5F6_AMPQE
OG0006511	jg1498.t1	tr|A0A1X7U5G9|A0A1X7U5G9_AMPQE
OG0006512	jg21990.t1, jg5053.t1, jg5054.t1	tr|A0A1X7VKD4|A0A1X7VKD4_AMPQE, tr|A0A1X7U5M1|A0A1X7U5M1_AMPQE
OG0006513	jg13963.t1	tr|A0A1X7U5P9|A0A1X7U5P9_AMPQE
OG0006514	jg4476.t1	tr|A0A1X7U5S0|A0A1X7U5S0_AMPQE
OG0006515	jg8965.t1, jg8962.t1	tr|A0A1X7U5S2|A0A1X7U5S2_AMPQE
OG0006516	jg1728.t1, jg16633.t1	tr|A0A1X7U5W5|A0A1X7U5W5_AMPQE
OG0006517	jg8944.t1	tr|A0A1X7U633|A0A1X7U633_AMPQE
OG0006518	jg13965.t1	tr|A0A1X7U661|A0A1X7U661_AMPQE
OG0006519	jg13956.t1	tr|A0A1X7U671|A0A1X7U671_AMPQE
OG0006520	jg10194.t1	tr|A0A1X7U676|A0A1X7U676_AMPQE
OG0006521	jg19355.t1, jg13446.t1	tr|A0A1X7U6D1|A0A1X7U6D1_AMPQE
OG0006522	jg5927.t1	tr|A0A1X7V6G5|A0A1X7V6G5_AMPQE, tr|A0A1X7U6D7|A0A1X7U6D7_AMPQE, tr|A0A1X7VKG1|A0A1X7VKG1_AMPQE
OG0006523	jg939.t1	tr|A0A1X7U6K2|A0A1X7U6K2_AMPQE
OG0006524	jg16634.t1, jg1729.t1	tr|A0A1X7U6L6|A0A1X7U6L6_AMPQE
OG0006525	jg9130.t1, jg9130.t2	tr|A0A1X7UUA9|A0A1X7UUA9_AMPQE, tr|A0A1X7U6P5|A0A1X7U6P5_AMPQE
OG0006526	jg13640.t1, jg17670.t1, jg5294.t1, jg17735.t1	tr|A0A1X7U6R3|A0A1X7U6R3_AMPQE
OG0006527	jg14729.t1	tr|A0A1X7U6T1|A0A1X7U6T1_AMPQE
OG0006528	jg27891.t1, jg20691.t1	tr|A0A1X7U6T7|A0A1X7U6T7_AMPQE
OG0006529	jg18754.t1	tr|A0A1X7U6Y1|A0A1X7U6Y1_AMPQE
OG0006530	jg4558.t1	tr|A0A1X7U6Z2|A0A1X7U6Z2_AMPQE
OG0006531	jg20334.t1, jg24727.t1	tr|A0A1X7U6Z3|A0A1X7U6Z3_AMPQE
OG0006532	jg20537.t1, jg20537.t2	tr|A0A1X7U728|A0A1X7U728_AMPQE
OG0006534	jg934.t1	tr|A0A1X7U7A4|A0A1X7U7A4_AMPQE
OG0006535	jg25732.t2, jg25732.t1	tr|A0A1X7UKQ7|A0A1X7UKQ7_AMPQE, tr|A0A1X7UA45|A0A1X7UA45_AMPQE, tr|A0A1X7U7E7|A0A1X7U7E7_AMPQE
OG0006536	jg4361.t1	tr|A0A1X7U7F1|A0A1X7U7F1_AMPQE
OG0006537	jg12682.t1	tr|A0A1X7U7H1|A0A1X7U7H1_AMPQE
OG0006539	jg18130.t1, jg18131.t1	tr|A0A1X7U7J1|A0A1X7U7J1_AMPQE, tr|A0A1X7U8S9|A0A1X7U8S9_AMPQE, tr|A0A1X7U7Z9|A0A1X7U7Z9_AMPQE
OG0006540	jg20536.t1	tr|A0A1X7U7P5|A0A1X7U7P5_AMPQE, tr|A0A1X7U7J3|A0A1X7U7J3_AMPQE
OG0006541	jg29740.t1	tr|A0A1X7U7Q1|A0A1X7U7Q1_AMPQE
OG0006542	jg23788.t1	tr|A0A1X7U7W5|A0A1X7U7W5_AMPQE
OG0006543	jg9920.t1, jg9917.t1, jg2127.t1, jg23474.t1	tr|A0A1X7U7W9|A0A1X7U7W9_AMPQE
OG0006544	jg4762.t1	tr|A0A1X7U8P9|A0A1X7U8P9_AMPQE, tr|A0A1X7U7X1|A0A1X7U7X1_AMPQE
OG0006545	jg6079.t2, jg8217.t1, jg6079.t1	tr|A0A1X7U7Z2|A0A1X7U7Z2_AMPQE
OG0006546	jg18138.t1	tr|A0A1X7U7Z8|A0A1X7U7Z8_AMPQE
OG0006547	jg4366.t1	tr|A0A1X7U8R7|A0A1X7U8R7_AMPQE, tr|A0A1X7U859|A0A1X7U859_AMPQE
OG0006549	jg1118.t1, jg23774.t1, jg23773.t1, jg23772.t1	tr|A0A1X7U8B4|A0A1X7U8B4_AMPQE
OG0006550	jg23782.t1, jg23785.t1	tr|A0A1X7U8C4|A0A1X7U8C4_AMPQE
OG0006551	jg8218.t1, jg6080.t1	tr|A0A1X7U8F9|A0A1X7U8F9_AMPQE
OG0006552	jg8200.t1	tr|A0A1X7U8I0|A0A1X7U8I0_AMPQE
OG0006553	jg17987.t1	tr|A0A1X7U8I2|A0A1X7U8I2_AMPQE, tr|A0A1X7VD11|A0A1X7VD11_AMPQE
OG0006554	jg8215.t1, jg6077.t1	tr|A0A1X7U8J5|A0A1X7U8J5_AMPQE
OG0006555	jg7731.t1, jg16558.t1	tr|A0A1X7U8L2|A0A1X7U8L2_AMPQE
OG0006556	jg11636.t1	tr|A0A1X7U8M3|A0A1X7U8M3_AMPQE
OG0006557	jg16561.t1	tr|A0A1X7U8Q2|A0A1X7U8Q2_AMPQE
OG0006558	jg24108.t1, jg1064.t1	tr|A0A1X7U8V5|A0A1X7U8V5_AMPQE
OG0006559	jg30223.t1, jg11317.t1	tr|A0A1X7U8Y8|A0A1X7U8Y8_AMPQE
OG0006560	jg18114.t1, jg18115.t1, jg18117.t1, jg18116.t1	tr|A0A1X7U8Z0|A0A1X7U8Z0_AMPQE
OG0006561	jg9265.t1	tr|A0A1X7UAC2|A0A1X7UAC2_AMPQE, tr|A0A1X7U939|A0A1X7U939_AMPQE, tr|A0A1X7UXN9|A0A1X7UXN9_AMPQE, tr|A0A1X7V812|A0A1X7V812_AMPQE
OG0006562	jg4638.t1	tr|A0A1X7U954|A0A1X7U954_AMPQE
OG0006563	jg11634.t1	tr|A0A1X7U972|A0A1X7U972_AMPQE
OG0006565	jg23042.t1, jg23042.t2, jg25324.t1	tr|A0A1X7U9A3|A0A1X7U9A3_AMPQE
OG0006566	jg17998.t1	tr|A0A1X7U9D1|A0A1X7U9D1_AMPQE
OG0006567	jg21024.t1, jg19898.t1	tr|A0A1X7U9E3|A0A1X7U9E3_AMPQE
OG0006568	jg11898.t1, jg15645.t1	tr|A0A1X7U9Q8|A0A1X7U9Q8_AMPQE
OG0006569	jg10415.t1, jg24672.t1, jg27725.t1, jg4895.t1	tr|A0A1X7U9T3|A0A1X7U9T3_AMPQE
OG0006570	jg17999.t1	tr|A0A1X7U9V5|A0A1X7U9V5_AMPQE
OG0006571	jg23059.t1	tr|A0A1X7U9X1|A0A1X7U9X1_AMPQE
OG0006572	jg23057.t1	tr|A0A1X7UA66|A0A1X7UA66_AMPQE
OG0006573	jg8471.t1	tr|A0A1X7UA74|A0A1X7UA74_AMPQE
OG0006574	jg11274.t1, jg24460.t1, jg24461.t1, jg24462.t1	tr|A0A1X7UA76|A0A1X7UA76_AMPQE
OG0006575	jg18691.t2, jg18691.t1	tr|A0A1X7UAI2|A0A1X7UAI2_AMPQE
OG0006576	jg6069.t1, jg1406.t1	tr|A0A1X7UAJ9|A0A1X7UAJ9_AMPQE
OG0006578	jg12673.t1	tr|A0A1X7UAM0|A0A1X7UAM0_AMPQE
OG0006579	jg12809.t1	tr|A0A1X7UAM5|A0A1X7UAM5_AMPQE, tr|A0A1X7V1R8|A0A1X7V1R8_AMPQE
OG0006580	jg23064.t1	tr|A0A1X7UAQ2|A0A1X7UAQ2_AMPQE
OG0006581	jg19714.t1	tr|A0A1X7ULX9|A0A1X7ULX9_AMPQE, tr|A0A1X7UAQ5|A0A1X7UAQ5_AMPQE
OG0006582	jg28329.t2, jg28329.t1	tr|A0A1X7UAV4|A0A1X7UAV4_AMPQE
OG0006584	jg13257.t1	tr|A0A1X7UB38|A0A1X7UB38_AMPQE
