Orthogroup	Amphimedon_UP000007879_400682	Niphates_augustus.hints.aa
OG0004488	tr|A0A1X7T6F8|A0A1X7T6F8_AMPQE, tr|A0A1X7VQP5|A0A1X7VQP5_AMPQE, tr|A0A1X7SZJ5|A0A1X7SZJ5_AMPQE	jg3714.t1
OG0004489	tr|A0A1X7SZJ8|A0A1X7SZJ8_AMPQE, tr|A0A1X7U4R6|A0A1X7U4R6_AMPQE	jg24777.t1
OG0004489	tr|A0A1X7TIJ7|A0A1X7TIJ7_AMPQE	jg1906.t1
OG0004491	tr|A0A1X7SZW6|A0A1X7SZW6_AMPQE	jg24104.t1, jg1059.t1, jg24105.t1
OG0004492	tr|A0A1X7SZY6|A0A1X7SZY6_AMPQE, tr|A0A1X7UBI2|A0A1X7UBI2_AMPQE, tr|A0A1X7TGB7|A0A1X7TGB7_AMPQE, tr|A0A1X7THF5|A0A1X7THF5_AMPQE, tr|A0A1X7UP24|A0A1X7UP24_AMPQE	jg22278.t1
OG0004494	tr|A0A1X7T8S6|A0A1X7T8S6_AMPQE, tr|A0A1X7T001|A0A1X7T001_AMPQE, tr|A0A1X7UJF2|A0A1X7UJF2_AMPQE	jg27350.t1, jg22589.t1
OG0004495	tr|A0A1X7VVX9|A0A1X7VVX9_AMPQE, tr|A0A1X7T035|A0A1X7T035_AMPQE	jg11098.t1
OG0004496	tr|A0A1X7U1L4|A0A1X7U1L4_AMPQE, tr|A0A1X7T047|A0A1X7T047_AMPQE, tr|A0A1X7T9Q7|A0A1X7T9Q7_AMPQE, tr|A0A1X7U0P8|A0A1X7U0P8_AMPQE	jg15833.t1
OG0004497	tr|A0A1X7V3L8|A0A1X7V3L8_AMPQE, tr|A0A1X7T052|A0A1X7T052_AMPQE, tr|A0A1X7V2C1|A0A1X7V2C1_AMPQE	jg14433.t1
OG0004498	tr|A0A1X7T075|A0A1X7T075_AMPQE, tr|A0A1X7VKI9|A0A1X7VKI9_AMPQE	jg648.t1, jg7296.t1, jg22891.t1
OG0004499	tr|A0A1X7T0E9|A0A1X7T0E9_AMPQE, tr|A0A1X7VX72|A0A1X7VX72_AMPQE	jg23078.t1
OG0004501	tr|A0A1X7T0J4|A0A1X7T0J4_AMPQE, tr|A0A1X7TDA2|A0A1X7TDA2_AMPQE, tr|A0A1X7VVN4|A0A1X7VVN4_AMPQE, tr|A0A1X7V3R6|A0A1X7V3R6_AMPQE, tr|A0A1X7T9D1|A0A1X7T9D1_AMPQE	jg16411.t1
OG0004503	tr|A0A1X7TIR3|A0A1X7TIR3_AMPQE, tr|A0A1X7T0L3|A0A1X7T0L3_AMPQE, tr|A0A1X7U170|A0A1X7U170_AMPQE, tr|A0A1X7TED7|A0A1X7TED7_AMPQE	jg12254.t1
OG0004504	tr|A0A1X7V4H1|A0A1X7V4H1_AMPQE, tr|A0A1X7T0Q5|A0A1X7T0Q5_AMPQE	jg29095.t1
OG0004505	tr|A0A1X7T0X6|A0A1X7T0X6_AMPQE, tr|A0A1X7VB42|A0A1X7VB42_AMPQE, tr|A0A1X7VB35|A0A1X7VB35_AMPQE	jg8881.t1
OG0004506	tr|A0A1X7T169|A0A1X7T169_AMPQE, tr|A0A1X7UDR7|A0A1X7UDR7_AMPQE	jg11394.t1, jg18243.t1
OG0004507	tr|A0A1X7T1A5|A0A1X7T1A5_AMPQE, tr|A0A1X7VVM1|A0A1X7VVM1_AMPQE	jg29382.t1
OG0004509	tr|A0A1X7UGH0|A0A1X7UGH0_AMPQE, tr|A0A1X7T1W2|A0A1X7T1W2_AMPQE, tr|A0A1X7UGG3|A0A1X7UGG3_AMPQE	jg12378.t1
OG0004510	tr|A0A1X7T1Z2|A0A1X7T1Z2_AMPQE, tr|A0A1X7TTP4|A0A1X7TTP4_AMPQE, tr|A0A1X7T299|A0A1X7T299_AMPQE	jg6798.t1
OG0004514	tr|A0A1X7T266|A0A1X7T266_AMPQE, tr|A0A1X7VCT1|A0A1X7VCT1_AMPQE	jg11473.t1
OG0004516	tr|A0A1X7T2H6|A0A1X7T2H6_AMPQE, tr|A0A1X7VJJ5|A0A1X7VJJ5_AMPQE	jg10826.t1
OG0004517	tr|A0A1X7UK32|A0A1X7UK32_AMPQE, tr|A0A1X7T2J4|A0A1X7T2J4_AMPQE	jg6209.t1
OG0004518	tr|A0A1X7T2L3|A0A1X7T2L3_AMPQE, tr|A0A1X7UJ84|A0A1X7UJ84_AMPQE	jg6208.t1
OG0004520	tr|A0A1X7T2R6|A0A1X7T2R6_AMPQE, tr|A0A1X7V1J6|A0A1X7V1J6_AMPQE	jg11132.t1
OG0004521	tr|A0A1X7T3E4|A0A1X7T3E4_AMPQE, tr|A0A1X7T2S3|A0A1X7T2S3_AMPQE, tr|A0A1X7ULP1|A0A1X7ULP1_AMPQE	jg28977.t1
OG0004522	tr|A0A1X7T4B3|A0A1X7T4B3_AMPQE, tr|A0A1X7TZN0|A0A1X7TZN0_AMPQE, tr|A0A1X7UEC8|A0A1X7UEC8_AMPQE, tr|A0A1X7T2U9|A0A1X7T2U9_AMPQE, tr|A0A1X7VXM7|A0A1X7VXM7_AMPQE	jg22894.t1
OG0004523	tr|A0A1X7TKR8|A0A1X7TKR8_AMPQE, tr|A0A1X7T340|A0A1X7T340_AMPQE	jg18461.t1
OG0004524	tr|A0A1X7V6Q1|A0A1X7V6Q1_AMPQE, tr|A0A1X7V7I6|A0A1X7V7I6_AMPQE, tr|A0A1X7UYT8|A0A1X7UYT8_AMPQE, tr|A0A1X7T362|A0A1X7T362_AMPQE	jg24566.t1
OG0004525	tr|A0A1X7T369|A0A1X7T369_AMPQE, tr|A0A1X7UN38|A0A1X7UN38_AMPQE	jg7689.t1, jg12581.t1, jg23395.t1
OG0004526	tr|A0A1X7T3E5|A0A1X7T3E5_AMPQE, tr|A0A1X7VQZ1|A0A1X7VQZ1_AMPQE	jg12196.t1
OG0004527	tr|A0A1X7T3H8|A0A1X7T3H8_AMPQE	jg18206.t1
OG0004527	tr|A0A1X7UFZ5|A0A1X7UFZ5_AMPQE	jg10734.t1, jg10185.t1, jg10733.t1
OG0004528	tr|A0A1X7T3P4|A0A1X7T3P4_AMPQE, tr|A0A1X7UIV2|A0A1X7UIV2_AMPQE	jg18509.t1
OG0004529	tr|A0A1X7TI36|A0A1X7TI36_AMPQE, tr|A0A1X7U2C1|A0A1X7U2C1_AMPQE, tr|A0A1X7T450|A0A1X7T450_AMPQE	jg975.t1
OG0004531	tr|A0A1X7TIS0|A0A1X7TIS0_AMPQE, tr|A0A1X7T4E7|A0A1X7T4E7_AMPQE, tr|A0A1X7ULA4|A0A1X7ULA4_AMPQE	jg24534.t1
OG0004533	tr|A0A1X7UYU7|A0A1X7UYU7_AMPQE, tr|A0A1X7T4I4|A0A1X7T4I4_AMPQE	jg28549.t1
OG0004534	tr|A0A1X7TMP6|A0A1X7TMP6_AMPQE, tr|A0A1X7TYT4|A0A1X7TYT4_AMPQE, tr|A0A1X7T4K7|A0A1X7T4K7_AMPQE	jg13584.t1, jg5647.t1, jg17296.t1
OG0004535	tr|A0A1X7TQ88|A0A1X7TQ88_AMPQE, tr|A0A1X7T4Q3|A0A1X7T4Q3_AMPQE, tr|A0A1X7UXG2|A0A1X7UXG2_AMPQE	jg13865.t1
OG0004536	tr|A0A1X7U1K4|A0A1X7U1K4_AMPQE, tr|A0A1X7T4Q5|A0A1X7T4Q5_AMPQE, tr|A0A1X7TQV5|A0A1X7TQV5_AMPQE	jg12186.t1
OG0004537	tr|A0A1X7UZ14|A0A1X7UZ14_AMPQE, tr|A0A1X7T4S9|A0A1X7T4S9_AMPQE	jg20312.t1
OG0004538	tr|A0A1X7UG68|A0A1X7UG68_AMPQE, tr|A0A1X7T4W6|A0A1X7T4W6_AMPQE, tr|A0A1X7UFB2|A0A1X7UFB2_AMPQE, tr|A0A1X7V1M8|A0A1X7V1M8_AMPQE	jg17341.t1
OG0004540	tr|A0A1X7UUR1|A0A1X7UUR1_AMPQE	jg27919.t1
OG0004540	tr|A0A1X7U3C7|A0A1X7U3C7_AMPQE, tr|A0A1X7T5G0|A0A1X7T5G0_AMPQE	jg27860.t1
OG0004541	tr|A0A1X7USN2|A0A1X7USN2_AMPQE, tr|A0A1X7T5H7|A0A1X7T5H7_AMPQE	jg17035.t1
OG0004542	tr|A0A1X7T5I9|A0A1X7T5I9_AMPQE, tr|A0A1X7V2G6|A0A1X7V2G6_AMPQE	jg17318.t1, jg1520.t1, jg423.t1, jg5421.t1
OG0004543	tr|A0A1X7T5K0|A0A1X7T5K0_AMPQE, tr|A0A1X7UA97|A0A1X7UA97_AMPQE, tr|A0A1X7TNH5|A0A1X7TNH5_AMPQE	jg12467.t1, jg24676.t1
OG0004544	tr|A0A1X7T5K5|A0A1X7T5K5_AMPQE, tr|A0A1X7URV0|A0A1X7URV0_AMPQE	jg17034.t1
OG0004546	tr|A0A1X7T628|A0A1X7T628_AMPQE, tr|A0A1X7V953|A0A1X7V953_AMPQE	jg13924.t1
OG0004547	tr|A0A1X7T674|A0A1X7T674_AMPQE, tr|A0A1X7UHK7|A0A1X7UHK7_AMPQE, tr|A0A1X7TZ23|A0A1X7TZ23_AMPQE, tr|A0A1X7T6L2|A0A1X7T6L2_AMPQE, tr|A0A1X7UGB2|A0A1X7UGB2_AMPQE	jg21022.t1
OG0004548	tr|A0A1X7T680|A0A1X7T680_AMPQE, tr|A0A1X7UD39|A0A1X7UD39_AMPQE	jg29002.t1, jg29004.t1
OG0004549	tr|A0A1X7T6L9|A0A1X7T6L9_AMPQE, tr|A0A1X7UP88|A0A1X7UP88_AMPQE, tr|A0A1X7UMX0|A0A1X7UMX0_AMPQE	jg14767.t1, jg14768.t1, jg4513.t1
OG0004550	tr|A0A1X7T6R5|A0A1X7T6R5_AMPQE	jg7864.t1, jg7351.t1, jg17737.t1, jg3820.t1, jg23989.t1
OG0004551	tr|A0A1X7T6U7|A0A1X7T6U7_AMPQE, tr|A0A1X7UJP7|A0A1X7UJP7_AMPQE	jg17774.t1
OG0004552	tr|A0A1X7T784|A0A1X7T784_AMPQE	jg15994.t1, jg7566.t1, jg3475.t1
OG0004554	tr|A0A1X7T7I0|A0A1X7T7I0_AMPQE, tr|A0A1X7V361|A0A1X7V361_AMPQE	jg3126.t1, jg30538.t1
OG0004555	tr|A0A1X7T7J4|A0A1X7T7J4_AMPQE, tr|A0A1X7U9W7|A0A1X7U9W7_AMPQE	jg1898.t1
OG0004556	tr|A0A1X7T7Q7|A0A1X7T7Q7_AMPQE	jg9137.t1, jg7759.t1, jg849.t1, jg9374.t1, jg805.t1
OG0004557	tr|A0A1X7V3Q3|A0A1X7V3Q3_AMPQE, tr|A0A1X7T7Q9|A0A1X7T7Q9_AMPQE	jg19268.t1
OG0004558	tr|A0A1X7VK49|A0A1X7VK49_AMPQE, tr|A0A1X7T841|A0A1X7T841_AMPQE	jg5404.t1, jg5411.t1, jg24955.t1, jg24980.t1
OG0004559	tr|A0A1X7ULW2|A0A1X7ULW2_AMPQE, tr|A0A1X7TDF5|A0A1X7TDF5_AMPQE, tr|A0A1X7T895|A0A1X7T895_AMPQE	jg3525.t1, jg3525.t2
OG0004560	tr|A0A1X7T8F6|A0A1X7T8F6_AMPQE, tr|A0A1X7THJ2|A0A1X7THJ2_AMPQE, tr|A0A1X7TTY1|A0A1X7TTY1_AMPQE	jg16013.t1, jg7647.t1
OG0004561	tr|A0A1X7T8I7|A0A1X7T8I7_AMPQE, tr|A0A1X7VEU2|A0A1X7VEU2_AMPQE	jg28233.t1
OG0004562	tr|A0A1X7T8U2|A0A1X7T8U2_AMPQE, tr|A0A1X7UAM7|A0A1X7UAM7_AMPQE	jg11565.t1
OG0004563	tr|A0A1X7U0K7|A0A1X7U0K7_AMPQE	jg18545.t1
OG0004563	tr|A0A1X7T8V8|A0A1X7T8V8_AMPQE	jg18546.t1
OG0004564	tr|A0A1X7T8W7|A0A1X7T8W7_AMPQE	jg19768.t1, jg30419.t1, jg5013.t1, jg27376.t1, jg19767.t1
OG0004565	tr|A0A1X7TYW0|A0A1X7TYW0_AMPQE, tr|A0A1X7TZ54|A0A1X7TZ54_AMPQE, tr|A0A1X7T966|A0A1X7T966_AMPQE	jg19248.t1
OG0004566	tr|A0A1X7T9A8|A0A1X7T9A8_AMPQE	jg4841.t1
OG0004566	tr|A0A1X7TQA6|A0A1X7TQA6_AMPQE, tr|A0A1X7TC76|A0A1X7TC76_AMPQE, tr|A0A1X7TWG7|A0A1X7TWG7_AMPQE	jg5854.t1
OG0004567	tr|A0A1X7T9M5|A0A1X7T9M5_AMPQE	jg5881.t1, jg16369.t1, jg9325.t1, jg778.t1, jg16601.t1
OG0004568	tr|A0A1X7T9N6|A0A1X7T9N6_AMPQE, tr|A0A1X7TLF8|A0A1X7TLF8_AMPQE, tr|A0A1X7TSZ0|A0A1X7TSZ0_AMPQE	jg6797.t1
OG0004569	tr|A0A1X7UPV5|A0A1X7UPV5_AMPQE, tr|A0A1X7T9W9|A0A1X7T9W9_AMPQE	jg23617.t1
OG0004570	tr|A0A1X7VAN8|A0A1X7VAN8_AMPQE, tr|A0A1X7TV99|A0A1X7TV99_AMPQE, tr|A0A1X7TA13|A0A1X7TA13_AMPQE, tr|A0A1X7U9A0|A0A1X7U9A0_AMPQE	jg483.t1
OG0004571	tr|A0A1X7TA38|A0A1X7TA38_AMPQE, tr|A0A1X7V8T4|A0A1X7V8T4_AMPQE	jg17453.t1
OG0004572	tr|A0A1X7TJN0|A0A1X7TJN0_AMPQE, tr|A0A1X7VKJ5|A0A1X7VKJ5_AMPQE, tr|A0A1X7TA53|A0A1X7TA53_AMPQE, tr|A0A1X7U0U1|A0A1X7U0U1_AMPQE, tr|A0A1X7VTE9|A0A1X7VTE9_AMPQE	jg17664.t1
OG0004573	tr|A0A1X7TA78|A0A1X7TA78_AMPQE, tr|A0A1X7UQU0|A0A1X7UQU0_AMPQE	jg23616.t1
OG0004574	tr|A0A1X7TAA3|A0A1X7TAA3_AMPQE, tr|A0A1X7VVE4|A0A1X7VVE4_AMPQE	jg29429.t1
OG0004575	tr|A0A1X7TAD3|A0A1X7TAD3_AMPQE, tr|A0A1X7TTX5|A0A1X7TTX5_AMPQE	jg6795.t1
OG0004576	tr|A0A1X7VM36|A0A1X7VM36_AMPQE, tr|A0A1X7VX66|A0A1X7VX66_AMPQE, tr|A0A1X7VR42|A0A1X7VR42_AMPQE, tr|A0A1X7TAG3|A0A1X7TAG3_AMPQE	jg5791.t1, jg5089.t1
OG0004577	tr|A0A1X7TAI1|A0A1X7TAI1_AMPQE	jg3211.t2, jg3211.t1, jg23296.t1, jg13183.t1, jg16352.t1
OG0004578	tr|A0A1X7TAJ1|A0A1X7TAJ1_AMPQE, tr|A0A1X7TAJ7|A0A1X7TAJ7_AMPQE, tr|A0A1X7TB76|A0A1X7TB76_AMPQE	jg8828.t1
OG0004579	tr|A0A1X7URX9|A0A1X7URX9_AMPQE, tr|A0A1X7URC5|A0A1X7URC5_AMPQE, tr|A0A1X7TAK4|A0A1X7TAK4_AMPQE	jg22799.t1, jg22799.t2
OG0004580	tr|A0A1X7TAP6|A0A1X7TAP6_AMPQE	jg1171.t1, jg26511.t1
OG0004581	tr|A0A1X7UA24|A0A1X7UA24_AMPQE, tr|A0A1X7U7V3|A0A1X7U7V3_AMPQE, tr|A0A1X7UAW9|A0A1X7UAW9_AMPQE, tr|A0A1X7TAX8|A0A1X7TAX8_AMPQE	jg27424.t1
OG0004583	tr|A0A1X7VBQ5|A0A1X7VBQ5_AMPQE, tr|A0A1X7TBG2|A0A1X7TBG2_AMPQE	jg12646.t1, jg1737.t1
OG0004585	tr|A0A1X7UY50|A0A1X7UY50_AMPQE, tr|A0A1X7TBJ4|A0A1X7TBJ4_AMPQE, tr|A0A1X7UQN9|A0A1X7UQN9_AMPQE	jg20003.t1
OG0004587	tr|A0A1X7TNS5|A0A1X7TNS5_AMPQE, tr|A0A1X7U4U2|A0A1X7U4U2_AMPQE, tr|A0A1X7TBY8|A0A1X7TBY8_AMPQE	jg22468.t1
OG0004588	tr|A0A1X7TBZ3|A0A1X7TBZ3_AMPQE, tr|A0A1X7U442|A0A1X7U442_AMPQE, tr|A0A1X7VQE1|A0A1X7VQE1_AMPQE, tr|A0A1X7VML6|A0A1X7VML6_AMPQE	jg8489.t2, jg8489.t1
OG0004589	tr|A0A1X7TBZ9|A0A1X7TBZ9_AMPQE, tr|A0A1X7TVK1|A0A1X7TVK1_AMPQE	jg23760.t1, jg18291.t1, jg23755.t1
OG0004590	tr|A0A1X7UY51|A0A1X7UY51_AMPQE, tr|A0A1X7VAH7|A0A1X7VAH7_AMPQE, tr|A0A1X7TC49|A0A1X7TC49_AMPQE	jg5348.t1
OG0004591	tr|A0A1X7TC99|A0A1X7TC99_AMPQE	jg29032.t1
OG0004591	tr|A0A1X7US66|A0A1X7US66_AMPQE	jg29033.t1
OG0004594	tr|A0A1X7U858|A0A1X7U858_AMPQE, tr|A0A1X7TE28|A0A1X7TE28_AMPQE, tr|A0A1X7TCP1|A0A1X7TCP1_AMPQE	jg7665.t1
OG0004595	tr|A0A1X7TG88|A0A1X7TG88_AMPQE, tr|A0A1X7TCS2|A0A1X7TCS2_AMPQE	jg1949.t1
OG0004597	tr|A0A1X7THS1|A0A1X7THS1_AMPQE, tr|A0A1X7UE40|A0A1X7UE40_AMPQE, tr|A0A1X7UQ36|A0A1X7UQ36_AMPQE, tr|A0A1X7TG39|A0A1X7TG39_AMPQE, tr|A0A1X7TD16|A0A1X7TD16_AMPQE	jg10274.t1
OG0004598	tr|A0A1X7VUZ6|A0A1X7VUZ6_AMPQE, tr|A0A1X7VUZ7|A0A1X7VUZ7_AMPQE, tr|A0A1X7U6Y9|A0A1X7U6Y9_AMPQE, tr|A0A1X7TDJ9|A0A1X7TDJ9_AMPQE	jg6958.t1, jg6956.t1
OG0004599	tr|A0A1X7TDK1|A0A1X7TDK1_AMPQE	jg12447.t1, jg24649.t1
OG0004601	tr|A0A1X7TQY3|A0A1X7TQY3_AMPQE, tr|A0A1X7TES8|A0A1X7TES8_AMPQE, tr|A0A1X7TKM6|A0A1X7TKM6_AMPQE, tr|A0A1X7UCC5|A0A1X7UCC5_AMPQE, tr|A0A1X7TDW9|A0A1X7TDW9_AMPQE	jg9483.t1
OG0004602	tr|A0A1X7URH6|A0A1X7URH6_AMPQE, tr|A0A1X7UQ43|A0A1X7UQ43_AMPQE, tr|A0A1X7TE48|A0A1X7TE48_AMPQE	jg6322.t1
OG0004603	tr|A0A1X7URG4|A0A1X7URG4_AMPQE, tr|A0A1X7TE51|A0A1X7TE51_AMPQE	jg6323.t1
OG0004604	tr|A0A1X7TE75|A0A1X7TE75_AMPQE, tr|A0A1X7TV14|A0A1X7TV14_AMPQE	jg24231.t1
OG0004605	tr|A0A1X7VKN7|A0A1X7VKN7_AMPQE, tr|A0A1X7TE87|A0A1X7TE87_AMPQE	jg28431.t1
OG0004608	tr|A0A1X7VPP5|A0A1X7VPP5_AMPQE, tr|A0A1X7UEG4|A0A1X7UEG4_AMPQE, tr|A0A1X7TEX2|A0A1X7TEX2_AMPQE, tr|A0A1X7TEP5|A0A1X7TEP5_AMPQE	jg29012.t1, jg29012.t2
OG0004609	tr|A0A1X7TEP9|A0A1X7TEP9_AMPQE	jg11853.t1, jg5060.t1, jg27242.t1, jg23897.t1, jg26620.t1
OG0004610	tr|A0A1X7TKE6|A0A1X7TKE6_AMPQE	jg5700.t1
OG0004610	tr|A0A1X7TIY2|A0A1X7TIY2_AMPQE	jg28814.t1
OG0004611	tr|A0A1X7TF44|A0A1X7TF44_AMPQE	jg24373.t1, jg24369.t1
OG0004612	tr|A0A1X7TRS4|A0A1X7TRS4_AMPQE, tr|A0A1X7TF50|A0A1X7TF50_AMPQE, tr|A0A1X7TTG6|A0A1X7TTG6_AMPQE	jg17546.t1
OG0004613	tr|A0A1X7TFD6|A0A1X7TFD6_AMPQE	jg15092.t1, jg15085.t1, jg10489.t1, jg10478.t1, jg15078.t1
OG0004614	tr|A0A1X7VNF0|A0A1X7VNF0_AMPQE, tr|A0A1X7TFE6|A0A1X7TFE6_AMPQE	jg20627.t1
OG0004615	tr|A0A1X7TFF5|A0A1X7TFF5_AMPQE, tr|A0A1X7U1H0|A0A1X7U1H0_AMPQE, tr|A0A1X7TZZ9|A0A1X7TZZ9_AMPQE	jg15687.t1
OG0004621	tr|A0A1X7TG37|A0A1X7TG37_AMPQE, tr|A0A1X7TWN5|A0A1X7TWN5_AMPQE, tr|A0A1X7U8W3|A0A1X7U8W3_AMPQE	jg24130.t1
OG0004623	tr|A0A1X7TGK1|A0A1X7TGK1_AMPQE	jg22947.t1, jg6555.t1, jg21833.t1, jg26629.t1, jg2082.t1
OG0004626	tr|A0A1X7TGQ8|A0A1X7TGQ8_AMPQE	jg7623.t1, jg599.t1, jg30007.t1, jg4829.t1, jg3459.t1
OG0004627	tr|A0A1X7TGZ4|A0A1X7TGZ4_AMPQE, tr|A0A1X7TH29|A0A1X7TH29_AMPQE	jg8542.t1, jg8543.t1
OG0004628	tr|A0A1X7TH01|A0A1X7TH01_AMPQE, tr|A0A1X7TKN1|A0A1X7TKN1_AMPQE	jg16241.t1, jg24609.t1
OG0004629	tr|A0A1X7UDV0|A0A1X7UDV0_AMPQE, tr|A0A1X7UER9|A0A1X7UER9_AMPQE, tr|A0A1X7TH25|A0A1X7TH25_AMPQE	jg8535.t1, jg8535.t2
OG0004630	tr|A0A1X7TH67|A0A1X7TH67_AMPQE, tr|A0A1X7TVB4|A0A1X7TVB4_AMPQE	jg4467.t1
OG0004631	tr|A0A1X7THB4|A0A1X7THB4_AMPQE	jg7254.t1
OG0004632	tr|A0A1X7UKD5|A0A1X7UKD5_AMPQE, tr|A0A1X7VSZ7|A0A1X7VSZ7_AMPQE, tr|A0A1X7U4G2|A0A1X7U4G2_AMPQE, tr|A0A1X7THG1|A0A1X7THG1_AMPQE, tr|A0A1X7UDZ6|A0A1X7UDZ6_AMPQE	jg22867.t1
OG0004633	tr|A0A1X7THN1|A0A1X7THN1_AMPQE, tr|A0A1X7UF26|A0A1X7UF26_AMPQE	jg27140.t1, jg4420.t1
OG0004634	tr|A0A1X7TPW4|A0A1X7TPW4_AMPQE, tr|A0A1X7TIY5|A0A1X7TIY5_AMPQE, tr|A0A1X7THN6|A0A1X7THN6_AMPQE	jg12232.t1
OG0004636	tr|A0A1X7THU3|A0A1X7THU3_AMPQE, tr|A0A1X7UFX9|A0A1X7UFX9_AMPQE	jg27139.t1, jg4421.t1
OG0004637	tr|A0A1X7UHF3|A0A1X7UHF3_AMPQE, tr|A0A1X7THW5|A0A1X7THW5_AMPQE	jg20459.t1, jg20435.t1, jg20460.t1, jg27015.t1
OG0004639	tr|A0A1X7TI49|A0A1X7TI49_AMPQE, tr|A0A1X7UTY3|A0A1X7UTY3_AMPQE	jg12500.t1
OG0004640	tr|A0A1X7V3X3|A0A1X7V3X3_AMPQE, tr|A0A1X7UBL5|A0A1X7UBL5_AMPQE, tr|A0A1X7V4G8|A0A1X7V4G8_AMPQE, tr|A0A1X7TIY9|A0A1X7TIY9_AMPQE	jg6514.t1, jg28789.t1
OG0004641	tr|A0A1X7TJ68|A0A1X7TJ68_AMPQE	jg25388.t1
OG0004642	tr|A0A1X7TJ71|A0A1X7TJ71_AMPQE	jg13465.t1, jg7955.t1
OG0004643	tr|A0A1X7TJC7|A0A1X7TJC7_AMPQE, tr|A0A1X7TVX7|A0A1X7TVX7_AMPQE	jg4704.t1
OG0004644	tr|A0A1X7TJC9|A0A1X7TJC9_AMPQE, tr|A0A1X7UG69|A0A1X7UG69_AMPQE	jg25531.t1, jg3087.t1
OG0004645	tr|A0A1X7TJE9|A0A1X7TJE9_AMPQE, tr|A0A1X7VMI0|A0A1X7VMI0_AMPQE, tr|A0A1X7VQ94|A0A1X7VQ94_AMPQE, tr|A0A1X7VNY3|A0A1X7VNY3_AMPQE, tr|A0A1X7VQ89|A0A1X7VQ89_AMPQE	jg12888.t1
OG0004646	tr|A0A1X7TJI2|A0A1X7TJI2_AMPQE	jg378.t1, jg20266.t1
OG0004647	tr|A0A1X7TJL4|A0A1X7TJL4_AMPQE	jg20269.t1
OG0004650	tr|A0A1X7TJR4|A0A1X7TJR4_AMPQE	jg13090.t1, jg16281.t1, jg16579.t1, jg3006.t1
OG0004651	tr|A0A1X7TJT6|A0A1X7TJT6_AMPQE, tr|A0A1X7TVN0|A0A1X7TVN0_AMPQE	jg16575.t1, jg7742.t1
OG0004652	tr|A0A1X7TJV4|A0A1X7TJV4_AMPQE	jg26610.t1, jg23873.t1, jg22954.t1, jg17223.t1, jg22017.t1
OG0004653	tr|A0A1X7TJV6|A0A1X7TJV6_AMPQE	jg20268.t1
OG0004654	tr|A0A1X7TJZ1|A0A1X7TJZ1_AMPQE	jg7944.t1
OG0004656	tr|A0A1X7TK45|A0A1X7TK45_AMPQE	jg13494.t1, jg25636.t1, jg9383.t1, jg853.t1, jg5390.t1
OG0004657	tr|A0A1X7VAU3|A0A1X7VAU3_AMPQE, tr|A0A1X7TKI6|A0A1X7TKI6_AMPQE	jg28355.t1
OG0004658	tr|A0A1X7TKP5|A0A1X7TKP5_AMPQE, tr|A0A1X7U2M1|A0A1X7U2M1_AMPQE, tr|A0A1X7U2V7|A0A1X7U2V7_AMPQE	jg988.t1
OG0004659	tr|A0A1X7TKY8|A0A1X7TKY8_AMPQE	jg9577.t1
OG0004660	tr|A0A1X7TL21|A0A1X7TL21_AMPQE, tr|A0A1X7U993|A0A1X7U993_AMPQE	jg11654.t1
OG0004661	tr|A0A1X7TL76|A0A1X7TL76_AMPQE	jg20160.t1, jg9976.t1, jg16077.t1, jg6048.t1, jg9568.t1
OG0004662	tr|A0A1X7TLF3|A0A1X7TLF3_AMPQE, tr|A0A1X7UAL7|A0A1X7UAL7_AMPQE	jg11653.t1
OG0004664	tr|A0A1X7TLU3|A0A1X7TLU3_AMPQE	jg21829.t1, jg15765.t1
OG0004665	tr|A0A1X7VL66|A0A1X7VL66_AMPQE, tr|A0A1X7USG5|A0A1X7USG5_AMPQE, tr|A0A1X7TLW2|A0A1X7TLW2_AMPQE	jg29994.t1, jg18785.t1, jg16671.t1
OG0004666	tr|A0A1X7TWL6|A0A1X7TWL6_AMPQE	jg15867.t1
OG0004666	tr|A0A1X7TLZ6|A0A1X7TLZ6_AMPQE	jg15868.t1
OG0004667	tr|A0A1X7TZ10|A0A1X7TZ10_AMPQE	jg25955.t1
OG0004668	tr|A0A1X7TM37|A0A1X7TM37_AMPQE, tr|A0A1X7VBT3|A0A1X7VBT3_AMPQE	jg25599.t1, jg15479.t1
OG0004669	tr|A0A1X7U1G7|A0A1X7U1G7_AMPQE, tr|A0A1X7TM80|A0A1X7TM80_AMPQE	jg16834.t1
OG0004670	tr|A0A1X7TM98|A0A1X7TM98_AMPQE	jg11315.t1, jg30221.t1
OG0004673	tr|A0A1X7TMJ2|A0A1X7TMJ2_AMPQE	jg28501.t1
OG0004674	tr|A0A1X7TMZ1|A0A1X7TMZ1_AMPQE, tr|A0A1X7TNG3|A0A1X7TNG3_AMPQE, tr|A0A1X7V4Q5|A0A1X7V4Q5_AMPQE	jg19752.t1
OG0004675	tr|A0A1X7TN31|A0A1X7TN31_AMPQE	jg30222.t1, jg11316.t1
OG0004676	tr|A0A1X7TNC1|A0A1X7TNC1_AMPQE, tr|A0A1X7TX06|A0A1X7TX06_AMPQE, tr|A0A1X7TXE8|A0A1X7TXE8_AMPQE	jg3259.t1
OG0004677	tr|A0A1X7TNC5|A0A1X7TNC5_AMPQE, tr|A0A1X7TXF3|A0A1X7TXF3_AMPQE	jg3265.t1, jg8613.t1
